Pin number,Pin name,Pin type,Pin description
H10,P0.06AIN2,Digital I/OAnalog input,General purpose I/OAnalog input,,
H11,VDD,Power,Power supply,,
H12,P0.03NFC2,Digital I/ONFC input,General purpose I/ONFC antenna connection,,
J2,P0.26AIN5,Digital I/OAnalog input,General purpose I/OAnalog input,,
J3,P1.06,Digital I/O,General purpose I/O,,
J4,P0.21,Digital I/O,General purpose I/O,,
J5,P0.19,Digital I/O,General purpose I/O,,
J6,P0.12TRACECLKDCX,Digital I/OTrace clockDCX for SPIM4,General purpose I/OTrace buffer clockDedicated pin for high-speed SPI,,
J7,P0.11TRACEDATA0CSN,Digital I/OTrace dataCSN for SPIM4,General purpose I/OTrace buffer TRACEDATA[0]Dedicated pin for high-speed SPI,Trace SPIM4,
J8,P0.10TRACEDATA1MISO,Digital I/OTrace dataMISO for SPIM4,General purpose I/OTrace buffer TRACEDATA[1]Dedicated pin for high-speed SPI,Trace SPIM4,
J9,P0.09TRACEDATA2MOSI,Digital I/OTrace dataMOSI for SPIM4,General purpose I/OTrace buffer TRACEDATA[2]Dedicated pin for high-speed SPI,Trace SPIM4,
J10,P0.07AIN3,Digital I/OAnalog input,General purpose I/OAnalog input,,
J11,P1.02TWI,Digital I/OTWI 1 Mbps,General purpose I/OHigh-speed pin for 1 Mbps TWI,TWI,
K1,VDD,Power,Power supply,,
K2,P0.24,Digital I/O,General purpose I/O,,
K3,P1.04,Digital I/O,General purpose I/O,,
K4,P0.22,Digital I/O,General purpose I/O,,
K5,P0.20,Digital I/O,General purpose I/O,,
K6,AVSS,Power,Ground,,
K7,P0.18CSN,Digital I/OCSN for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
K8,P0.16IO3,Digital I/OIO3 for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
K9,P0.14IO1,Digital I/OIO1 for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
K10,P0.13IO0,Digital I/OIO0 for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
K11,AVSS,Power,Ground,,
K12,P1.03TWI,Digital I/OTWI 1 Mbps,General purpose I/OHigh-speed pin for 1 Mbps TWI,TWI,
L1,P0.25AIN4,Digital I/OAnalog input,General purpose I/OAnalog input,,
L3,P1.05,Digital I/O,General purpose I/O,,
L5,VDD,Power,Power supply,,
L7,P0.17SCK,Digital I/OSCK for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
L9,P0.15IO2,Digital I/OIO2 for QSPI,General purpose I/ODedicated pin for Quad SPI,QSPI,
L11,VDD,Power,Power supply,,
L12,P0.08TRACEDATA3SCK,Digital I/OTrace dataSCK for SPIM4,General purpose I/OTrace buffer TRACEDATA[3]Dedicated pin for high-speed SPI,Trace SPIM4,
